fixture_id,referee,timezone,date,timestamp,first_half,second_half,venue_id,venue_name,venue_city,status_long,status_short,status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,home_team_id,home_team_name,home_team_logo,home_team_winner,away_team_id,away_team_name,away_team_logo,away_team_winner,home_goals,away_goals,halftime_home_goals,halftime_away_goals,fulltime_home_goals,fulltime_away_goals,extratime_home_goals,extratime_away_goals,penalty_home_goals,penalty_away_goals
147,"Kevin Friend, England",UTC,2018-10-20T14:00:00+00:00,1540044000,1540044000,1540047600,,Cardiff City Stadium,Cardiff,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 9,43,Cardiff,https://media.api-sports.io/football/teams/43.png,1,36,Fulham,https://media.api-sports.io/football/teams/36.png,0,4,2,2,2,4,2,,,,
148,"Mike Dean, England",UTC,2018-10-20T11:30:00+00:00,1540035000,1540035000,1540038600,519,Stamford Bridge,London,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 9,49,Chelsea,https://media.api-sports.io/football/teams/49.png,,33,Manchester United,https://media.api-sports.io/football/teams/33.png,,2,2,1,0,2,2,,,,
149,"Anthony Taylor, England",UTC,2018-10-21T15:00:00+00:00,1540134000,1540134000,1540137600,8560,Goodison Park,Liverpool,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 9,45,Everton,https://media.api-sports.io/football/teams/45.png,1,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,0,2,0,0,0,2,0,,,,
150,"Michael Oliver, England",UTC,2018-10-20T16:30:00+00:00,1540053000,1540053000,1540056600,,John Smith's Stadium,Huddersfield,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 9,37,Huddersfield,https://media.api-sports.io/football/teams/37.png,0,40,Liverpool,https://media.api-sports.io/football/teams/40.png,1,0,1,0,1,0,1,,,,
151,"Jonathan Moss, England",UTC,2018-10-20T14:00:00+00:00,1540044000,1540044000,1540047600,555,Etihad Stadium,Manchester,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 9,50,Manchester City,https://media.api-sports.io/football/teams/50.png,1,44,Burnley,https://media.api-sports.io/football/teams/44.png,0,5,0,1,0,5,0,,,,
152,"Andre Marriner, England",UTC,2018-10-20T14:00:00+00:00,1540044000,1540044000,1540047600,562,St James' Park,Newcastle upon Tyne,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 9,34,Newcastle,https://media.api-sports.io/football/teams/34.png,0,51,Brighton,https://media.api-sports.io/football/teams/51.png,1,0,1,0,1,0,1,,,,
153,"Martin Atkinson, England",UTC,2018-10-20T14:00:00+00:00,1540044000,1540044000,1540047600,598,London Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 9,48,West Ham,https://media.api-sports.io/football/teams/48.png,0,47,Tottenham,https://media.api-sports.io/football/teams/47.png,1,0,1,0,1,0,1,,,,
154,"Lee Mason, England",UTC,2018-10-20T14:00:00+00:00,1540044000,1540044000,1540047600,,Molineux Stadium,Wolverhampton,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 9,39,Wolves,https://media.api-sports.io/football/teams/39.png,0,38,Watford,https://media.api-sports.io/football/teams/38.png,1,0,2,0,2,0,2,,,,
155,"Anthony Taylor, England",UTC,2018-10-27T14:00:00+00:00,1540648800,1540648800,1540652400,,American Express Community Stadium,Falmer,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,51,Brighton,https://media.api-sports.io/football/teams/51.png,1,39,Wolves,https://media.api-sports.io/football/teams/39.png,0,1,0,0,0,1,0,,,,
156,"Craig Pawson, England",UTC,2018-10-28T13:30:00+00:00,1540733400,1540733400,1540737000,512,Turf Moor,Burnley,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,44,Burnley,https://media.api-sports.io/football/teams/44.png,0,49,Chelsea,https://media.api-sports.io/football/teams/49.png,1,0,4,0,1,0,4,,,,
157,"Martin Atkinson, England",UTC,2018-10-28T13:30:00+00:00,1540733400,1540733400,1540737000,525,Selhurst Park,London,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,,42,Arsenal,https://media.api-sports.io/football/teams/42.png,,2,2,1,0,2,2,,,,
158,"Andre Marriner, England",UTC,2018-10-27T14:00:00+00:00,1540648800,1540648800,1540652400,535,Craven Cottage,London,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,36,Fulham,https://media.api-sports.io/football/teams/36.png,0,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,1,0,3,0,1,0,3,,,,
159,"Michael Oliver, England",UTC,2018-10-27T16:30:00+00:00,1540657800,1540657800,1540661400,,King Power Stadium,Leicester,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,46,Leicester,https://media.api-sports.io/football/teams/46.png,,48,West Ham,https://media.api-sports.io/football/teams/48.png,,1,1,0,1,1,1,,,,
160,"Stuart Attwell, England",UTC,2018-10-27T14:00:00+00:00,1540648800,1540648800,1540652400,550,Anfield,Liverpool,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,40,Liverpool,https://media.api-sports.io/football/teams/40.png,1,43,Cardiff,https://media.api-sports.io/football/teams/43.png,0,4,1,1,0,4,1,,,,
161,"Jonathan Moss, England",UTC,2018-10-28T16:00:00+00:00,1540742400,1540742400,1540746000,556,Old Trafford,Manchester,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,33,Manchester United,https://media.api-sports.io/football/teams/33.png,1,45,Everton,https://media.api-sports.io/football/teams/45.png,0,2,1,1,0,2,1,,,,
162,"Chris Kavanagh, England",UTC,2018-10-27T14:00:00+00:00,1540648800,1540648800,1540652400,,St. Mary's Stadium,Southampton,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,41,Southampton,https://media.api-sports.io/football/teams/41.png,,34,Newcastle,https://media.api-sports.io/football/teams/34.png,,0,0,0,0,0,0,,,,
163,"Kevin Friend, England",UTC,2018-10-29T20:00:00+00:00,1540843200,1540843200,1540846800,489,Wembley Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,47,Tottenham,https://media.api-sports.io/football/teams/47.png,0,50,Manchester City,https://media.api-sports.io/football/teams/50.png,1,0,1,0,1,0,1,,,,
164,"Mike Dean, England",UTC,2018-10-27T14:00:00+00:00,1540648800,1540648800,1540652400,596,Vicarage Road,Watford,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 10,38,Watford,https://media.api-sports.io/football/teams/38.png,1,37,Huddersfield,https://media.api-sports.io/football/teams/37.png,0,3,0,2,0,3,0,,,,
165,"Andre Marriner, England",UTC,2018-11-03T17:30:00+00:00,1541266200,1541266200,1541269800,494,Emirates Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 11,42,Arsenal,https://media.api-sports.io/football/teams/42.png,,40,Liverpool,https://media.api-sports.io/football/teams/40.png,,1,1,0,0,1,1,,,,
166,"Paul Tierney, England",UTC,2018-11-03T12:30:00+00:00,1541248200,1541248200,1541251800,,Vitality Stadium,Bournemouth,Match Finished,FT,90,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 11,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,0,33,Manchester United,https://media.api-sports.io/football/teams/33.png,1,1,2,1,1,1,2,,,,
